State,County,Year,Unemployment_rate
IL,"Pulaski County, IL",2000,6.8
IL,"Putnam County, IL",2000,4.8
IL,"Randolph County, IL",2000,4.8
IL,"Richland County, IL",2000,5.9
IL,"Rock Island County, IL",2000,4.3
IL,"St. Clair County, IL",2000,4.8
IL,"Saline County, IL",2000,6.7
IL,"Sangamon County, IL",2000,3.5
IL,"Schuyler County, IL",2000,4.9
IL,"Scott County, IL",2000,4.6
IL,"Shelby County, IL",2000,4.7
IL,"Stark County, IL",2000,5.8
IL,"Stephenson County, IL",2000,5.1
IL,"Tazewell County, IL",2000,3.9
IL,"Union County, IL",2000,6.2
IL,"Vermilion County, IL",2000,5.6
IL,"Wabash County, IL",2000,5.0
IL,"Warren County, IL",2000,4.3
IL,"Washington County, IL",2000,3.8
IL,"Wayne County, IL",2000,5.7
IL,"White County, IL",2000,4.8
IL,"Whiteside County, IL",2000,4.1
IL,"Will County, IL",2000,4.1
IL,"Williamson County, IL",2000,5.8
IL,"Winnebago County, IL",2000,4.4
IL,"Woodford County, IL",2000,3.3
IN,Indiana,2000,3.0
IN,"Adams County, IN",2000,2.7
IN,"Allen County, IN",2000,2.7
IN,"Bartholomew County, IN",2000,2.6
IN,"Benton County, IN",2000,2.9
IN,"Blackford County, IN",2000,4.3
IN,"Boone County, IN",2000,2.1
IN,"Brown County, IN",2000,2.9
IN,"Carroll County, IN",2000,2.8
IN,"Cass County, IN",2000,3.1
IN,"Clark County, IN",2000,3.5
IN,"Clay County, IN",2000,4.1
IN,"Clinton County, IN",2000,2.9
IN,"Crawford County, IN",2000,4.8
IN,"Daviess County, IN",2000,3.0
IN,"Dearborn County, IN",2000,3.3
IN,"Decatur County, IN",2000,2.2
IN,"DeKalb County, IN",2000,3.0
IN,"Delaware County, IN",2000,3.4
IN,"Dubois County, IN",2000,2.2
IN,"Elkhart County, IN",2000,2.6
IN,"Fayette County, IN",2000,4.3
IN,"Floyd County, IN",2000,3.4
IN,"Fountain County, IN",2000,3.1
IN,"Franklin County, IN",2000,3.5
IN,"Fulton County, IN",2000,4.0
IN,"Gibson County, IN",2000,3.3
IN,"Grant County, IN",2000,3.9
IN,"Greene County, IN",2000,4.7
IN,"Hamilton County, IN",2000,1.9
IN,"Hancock County, IN",2000,2.2
IN,"Harrison County, IN",2000,3.3
IN,"Hendricks County, IN",2000,2.0
IN,"Henry County, IN",2000,3.9
IN,"Howard County, IN",2000,3.2
IN,"Huntington County, IN",2000,3.1
IN,"Jackson County, IN",2000,2.7
IN,"Jasper County, IN",2000,3.4
IN,"Jay County, IN",2000,3.3
IN,"Jefferson County, IN",2000,3.3
IN,"Jennings County, IN",2000,2.8
IN,"Johnson County, IN",2000,2.1
IN,"Knox County, IN",2000,3.7
IN,"Kosciusko County, IN",2000,2.5
IN,"LaGrange County, IN",2000,2.4
IN,"Lake County, IN",2000,3.8
IN,"LaPorte County, IN",2000,3.5
IN,"Lawrence County, IN",2000,4.0
IN,"Madison County, IN",2000,3.1
IN,"Marion County, IN",2000,2.8
IN,"Marshall County, IN",2000,3.1
IN,"Martin County, IN",2000,3.4
IN,"Miami County, IN",2000,3.4
IN,"Monroe County, IN",2000,2.7
IN,"Montgomery County, IN",2000,2.6
IN,"Morgan County, IN",2000,2.4
IN,"Newton County, IN",2000,3.0
IN,"Noble County, IN",2000,2.9
IN,"Ohio County, IN",2000,3.4
IN,"Orange County, IN",2000,4.4
IN,"Owen County, IN",2000,3.0
IN,"Parke County, IN",2000,3.5
IN,"Perry County, IN",2000,4.7
IN,"Pike County, IN",2000,3.5
IN,"Porter County, IN",2000,2.8
IN,"Posey County, IN",2000,3.0
IN,"Pulaski County, IN",2000,4.4
IN,"Putnam County, IN",2000,2.9
IN,"Randolph County, IN",2000,3.8
IN,"Ripley County, IN",2000,2.6
IN,"Rush County, IN",2000,2.6
IN,"St. Joseph County, IN",2000,3.2
IN,"Scott County, IN",2000,3.3
IN,"Shelby County, IN",2000,2.6
IN,"Spencer County, IN",2000,3.5
IN,"Starke County, IN",2000,4.8
IN,"Steuben County, IN",2000,3.0
IN,"Sullivan County, IN",2000,5.2
IN,"Switzerland County, IN",2000,4.8
IN,"Tippecanoe County, IN",2000,2.6
IN,"Tipton County, IN",2000,2.7
IN,"Union County, IN",2000,3.1
IN,"Vanderburgh County, IN",2000,3.2
IN,"Vermillion County, IN",2000,4.6
IN,"Vigo County, IN",2000,4.0
IN,"Wabash County, IN",2000,3.0
IN,"Warren County, IN",2000,2.7
IN,"Warrick County, IN",2000,3.3
IN,"Washington County, IN",2000,3.8
IN,"Wayne County, IN",2000,3.6
IN,"Wells County, IN",2000,2.4
IN,"White County, IN",2000,3.0
IN,"Whitley County, IN",2000,2.5
IA,Iowa,2000,2.7
IA,"Adair County, IA",2000,2.7
IA,"Adams County, IA",2000,3.9
IA,"Allamakee County, IA",2000,3.4
IA,"Appanoose County, IA",2000,4.4
IA,"Audubon County, IA",2000,3.0
IA,"Benton County, IA",2000,2.3
IA,"Black Hawk County, IA",2000,2.8
IA,"Boone County, IA",2000,2.2
IA,"Bremer County, IA",2000,2.5
IA,"Buchanan County, IA",2000,2.9
IA,"Buena Vista County, IA",2000,2.4
IA,"Butler County, IA",2000,3.3
IA,"Calhoun County, IA",2000,2.8
IA,"Carroll County, IA",2000,2.3
IA,"Cass County, IA",2000,3.6
IA,"Cedar County, IA",2000,2.3
IA,"Cerro Gordo County, IA",2000,3.0
IA,"Cherokee County, IA",2000,2.4
IA,"Chickasaw County, IA",2000,6.5
IA,"Clarke County, IA",2000,3.2
IA,"Clay County, IA",2000,2.5
IA,"Clayton County, IA",2000,3.5
IA,"Clinton County, IA",2000,3.5
IA,"Crawford County, IA",2000,2.5
IA,"Dallas County, IA",2000,1.9
IA,"Davis County, IA",2000,3.3
IA,"Decatur County, IA",2000,3.4
IA,"Delaware County, IA",2000,2.9
IA,"Des Moines County, IA",2000,3.6
IA,"Dickinson County, IA",2000,2.8
IA,"Dubuque County, IA",2000,3.3
IA,"Emmet County, IA",2000,2.9
IA,"Fayette County, IA",2000,3.8
IA,"Floyd County, IA",2000,3.8
IA,"Franklin County, IA",2000,2.8
IA,"Fremont County, IA",2000,2.4
IA,"Greene County, IA",2000,3.3
IA,"Grundy County, IA",2000,2.3
IA,"Guthrie County, IA",2000,2.7
IA,"Hamilton County, IA",2000,2.5
IA,"Hancock County, IA",2000,2.2
IA,"Hardin County, IA",2000,3.1
IA,"Harrison County, IA",2000,2.7
IA,"Henry County, IA",2000,3.0
IA,"Howard County, IA",2000,3.2
IA,"Humboldt County, IA",2000,2.6
IA,"Ida County, IA",2000,2.2
IA,"Iowa County, IA",2000,2.1
IA,"Jackson County, IA",2000,3.7
IA,"Jasper County, IA",2000,2.5
IA,"Jefferson County, IA",2000,2.9
IA,"Johnson County, IA",2000,1.9
IA,"Jones County, IA",2000,2.7
IA,"Keokuk County, IA",2000,3.2
IA,"Kossuth County, IA",2000,2.6
IA,"Lee County, IA",2000,4.5
IA,"Linn County, IA",2000,2.3
IA,"Louisa County, IA",2000,3.0
IA,"Lucas County, IA",2000,2.8
IA,"Lyon County, IA",2000,2.0
IA,"Madison County, IA",2000,3.1
IA,"Mahaska County, IA",2000,2.4
IA,"Marion County, IA",2000,2.3
IA,"Marshall County, IA",2000,2.8
IA,"Mills County, IA",2000,2.0
IA,"Mitchell County, IA",2000,2.8
IA,"Monona County, IA",2000,3.2
IA,"Monroe County, IA",2000,3.1
IA,"Montgomery County, IA",2000,3.3
IA,"Muscatine County, IA",2000,2.8
IA,"O'Brien County, IA",2000,2.3
IA,"Osceola County, IA",2000,2.5
IA,"Page County, IA",2000,3.2
IA,"Palo Alto County, IA",2000,2.3
IA,"Plymouth County, IA",2000,2.6
IA,"Pocahontas County, IA",2000,2.8
IA,"Polk County, IA",2000,2.4
IA,"Pottawattamie County, IA",2000,2.4
IA,"Poweshiek County, IA",2000,2.7
IA,"Ringgold County, IA",2000,3.0
IA,"Sac County, IA",2000,2.7
IA,"Scott County, IA",2000,3.3
IA,"Shelby County, IA",2000,2.4
IA,"Sioux County, IA",2000,2.0
IA,"Story County, IA",2000,1.8
IA,"Tama County, IA",2000,3.4
IA,"Taylor County, IA",2000,3.3
IA,"Union County, IA",2000,3.4
IA,"Van Buren County, IA",2000,3.2
IA,"Wapello County, IA",2000,3.6
IA,"Warren County, IA",2000,2.2
IA,"Washington County, IA",2000,2.2
IA,"Wayne County, IA",2000,3.1
IA,"Webster County, IA",2000,3.1
IA,"Winnebago County, IA",2000,2.1
IA,"Winneshiek County, IA",2000,2.6
IA,"Woodbury County, IA",2000,2.6
IA,"Worth County, IA",2000,3.0
IA,"Wright County, IA",2000,2.6
KS,Kansas,2000,3.8
KS,"Allen County, KS",2000,4.7
KS,"Anderson County, KS",2000,4.3
KS,"Atchison County, KS",2000,4.5
KS,"Barber County, KS",2000,2.8
KS,"Barton County, KS",2000,3.5
KS,"Bourbon County, KS",2000,3.9
KS,"Brown County, KS",2000,5.1
KS,"Butler County, KS",2000,4.1
KS,"Chase County, KS",2000,3.0
KS,"Chautauqua County, KS",2000,4.5
KS,"Cherokee County, KS",2000,4.9
KS,"Cheyenne County, KS",2000,2.7
KS,"Clark County, KS",2000,2.9
KS,"Clay County, KS",2000,3.4
KS,"Cloud County, KS",2000,3.8
KS,"Coffey County, KS",2000,3.9
KS,"Comanche County, KS",2000,2.3
KS,"Cowley County, KS",2000,4.7
KS,"Crawford County, KS",2000,4.5
KS,"Decatur County, KS",2000,2.6
KS,"Dickinson County, KS",2000,3.3
KS,"Doniphan County, KS",2000,5.0
KS,"Douglas County, KS",2000,2.8
KS,"Edwards County, KS",2000,2.7
KS,"Elk County, KS",2000,5.1
KS,"Ellis County, KS",2000,2.7
KS,"Ellsworth County, KS",2000,3.5
KS,"Finney County, KS",2000,2.7
KS,"Ford County, KS",2000,2.7
KS,"Franklin County, KS",2000,3.8
KS,"Geary County, KS",2000,4.9
KS,"Gove County, KS",2000,2.3
KS,"Graham County, KS",2000,2.9
KS,"Grant County, KS",2000,3.0
KS,"Gray County, KS",2000,2.7
KS,"Greeley County, KS",2000,3.4
KS,"Greenwood County, KS",2000,4.9
KS,"Hamilton County, KS",2000,2.8
KS,"Harper County, KS",2000,3.8
KS,"Harvey County, KS",2000,3.6
KS,"Haskell County, KS",2000,2.4
KS,"Hodgeman County, KS",2000,3.5
KS,"Jackson County, KS",2000,4.3
KS,"Jefferson County, KS",2000,4.0
KS,"Jewell County, KS",2000,2.7
KS,"Johnson County, KS",2000,3.0
KS,"Kearny County, KS",2000,2.8
KS,"Kingman County, KS",2000,3.7
KS,"Kiowa County, KS",2000,2.9
KS,"Labette County, KS",2000,5.0
KS,"Lane County, KS",2000,2.9
KS,"Leavenworth County, KS",2000,4.1
KS,"Lincoln County, KS",2000,2.9
KS,"Linn County, KS",2000,5.0
KS,"Logan County, KS",2000,3.6
KS,"Lyon County, KS",2000,3.2
KS,"McPherson County, KS",2000,3.0
KS,"Marion County, KS",2000,3.1
KS,"Marshall County, KS",2000,3.7
KS,"Meade County, KS",2000,2.8
KS,"Miami County, KS",2000,3.4
KS,"Mitchell County, KS",2000,2.8
KS,"Montgomery County, KS",2000,5.3
KS,"Morris County, KS",2000,3.7
KS,"Morton County, KS",2000,2.9
KS,"Nemaha County, KS",2000,3.0
KS,"Neosho County, KS",2000,4.5
KS,"Ness County, KS",2000,2.5
KS,"Norton County, KS",2000,3.2
KS,"Osage County, KS",2000,4.6
KS,"Osborne County, KS",2000,2.7
KS,"Ottawa County, KS",2000,3.1
KS,"Pawnee County, KS",2000,2.9
KS,"Phillips County, KS",2000,2.9
KS,"Pottawatomie County, KS",2000,3.3
KS,"Pratt County, KS",2000,2.8
KS,"Rawlins County, KS",2000,3.0
KS,"Reno County, KS",2000,3.9
KS,"Republic County, KS",2000,3.0
KS,"Rice County, KS",2000,3.8
KS,"Riley County, KS",2000,3.0
KS,"Rooks County, KS",2000,3.4
KS,"Rush County, KS",2000,3.5
KS,"Russell County, KS",2000,4.1
KS,"Saline County, KS",2000,3.1
KS,"Scott County, KS",2000,2.2
KS,"Sedgwick County, KS",2000,4.2
KS,"Seward County, KS",2000,3.0
KS,"Shawnee County, KS",2000,4.0
KS,"Sheridan County, KS",2000,2.2
KS,"Sherman County, KS",2000,2.9
KS,"Smith County, KS",2000,2.9
KS,"Stafford County, KS",2000,3.2
KS,"Stanton County, KS",2000,2.5
KS,"Stevens County, KS",2000,2.9
KS,"Sumner County, KS",2000,4.7
KS,"Thomas County, KS",2000,2.5
KS,"Trego County, KS",2000,2.6
KS,"Wabaunsee County, KS",2000,3.4
KS,"Wallace County, KS",2000,2.3
KS,"Washington County, KS",2000,3.6
KS,"Wichita County, KS",2000,3.0
KS,"Wilson County, KS",2000,4.0
KS,"Woodson County, KS",2000,5.0
KS,"Wyandotte County, KS",2000,6.3
KY,Kentucky,2000,4.1
KY,"Adair County, KY",2000,5.0
KY,"Allen County, KY",2000,4.3
KY,"Anderson County, KY",2000,3.4
KY,"Ballard County, KY",2000,5.9
KY,"Barren County, KY",2000,4.6
KY,"Bath County, KY",2000,6.1
KY,"Bell County, KY",2000,6.5
KY,"Boone County, KY",2000,2.9
KY,"Bourbon County, KY",2000,3.3
KY,"Boyd County, KY",2000,5.7
KY,"Boyle County, KY",2000,3.9
KY,"Bracken County, KY",2000,3.5
KY,"Breathitt County, KY",2000,6.7
KY,"Breckinridge County, KY",2000,4.7
KY,"Bullitt County, KY",2000,3.2
KY,"Butler County, KY",2000,4.0
KY,"Caldwell County, KY",2000,4.4
KY,"Calloway County, KY",2000,3.9
KY,"Campbell County, KY",2000,3.3
KY,"Carlisle County, KY",2000,6.1
KY,"Carroll County, KY",2000,4.3
KY,"Carter County, KY",2000,7.1
KY,"Casey County, KY",2000,4.5
KY,"Christian County, KY",2000,4.7
KY,"Clark County, KY",2000,3.7
KY,"Clay County, KY",2000,6.5
KY,"Clinton County, KY",2000,5.0
KY,"Crittenden County, KY",2000,6.4
KY,"Cumberland County, KY",2000,5.6
KY,"Daviess County, KY",2000,4.2
KY,"Edmonson County, KY",2000,4.9
KY,"Elliott County, KY",2000,8.8
KY,"Estill County, KY",2000,4.7
KY,"Fayette County, KY",2000,2.9
KY,"Fleming County, KY",2000,4.6
KY,"Floyd County, KY",2000,6.9
KY,"Franklin County, KY",2000,3.3
KY,"Fulton County, KY",2000,5.2
KY,"Gallatin County, KY",2000,3.9
KY,"Garrard County, KY",2000,3.5
KY,"Grant County, KY",2000,3.8
KY,"Graves County, KY",2000,4.9
KY,"Grayson County, KY",2000,5.1
KY,"Green County, KY",2000,4.5
KY,"Greenup County, KY",2000,5.8
KY,"Hancock County, KY",2000,4.9
KY,"Hardin County, KY",2000,4.3
KY,"Harlan County, KY",2000,8.2
KY,"Harrison County, KY",2000,3.5
KY,"Hart County, KY",2000,4.7
KY,"Henderson County, KY",2000,3.5
KY,"Henry County, KY",2000,3.1
KY,"Hickman County, KY",2000,4.6
KY,"Hopkins County, KY",2000,5.3
KY,"Jackson County, KY",2000,5.6
KY,"Jefferson County, KY",2000,3.6
KY,"Jessamine County, KY",2000,2.9
KY,"Johnson County, KY",2000,5.7
KY,"Kenton County, KY",2000,3.2
KY,"Knott County, KY",2000,7.3
KY,"Knox County, KY",2000,5.7
KY,"Larue County, KY",2000,4.4
KY,"Laurel County, KY",2000,4.1
KY,"Lawrence County, KY",2000,6.9
KY,"Lee County, KY",2000,5.8
KY,"Leslie County, KY",2000,5.8
KY,"Letcher County, KY",2000,7.8
KY,"Lewis County, KY",2000,8.5
KY,"Lincoln County, KY",2000,4.0
KY,"Livingston County, KY",2000,5.6
KY,"Logan County, KY",2000,3.6
KY,"Lyon County, KY",2000,5.6
KY,"McCracken County, KY",2000,4.6
KY,"McCreary County, KY",2000,6.6
KY,"McLean County, KY",2000,5.0
KY,"Madison County, KY",2000,3.5
KY,"Magoffin County, KY",2000,10.4
KY,"Marion County, KY",2000,5.0
KY,"Marshall County, KY",2000,5.1
KY,"Martin County, KY",2000,7.2
KY,"Mason County, KY",2000,3.7
KY,"Meade County, KY",2000,4.0
KY,"Menifee County, KY",2000,6.2
KY,"Mercer County, KY",2000,3.8
KY,"Metcalfe County, KY",2000,4.5
KY,"Monroe County, KY",2000,8.0
KY,"Montgomery County, KY",2000,4.3
KY,"Morgan County, KY",2000,6.4
KY,"Muhlenberg County, KY",2000,5.8
KY,"Nelson County, KY",2000,4.1
KY,"Nicholas County, KY",2000,7.0
KY,"Ohio County, KY",2000,5.1
KY,"Oldham County, KY",2000,3.0
KY,"Owen County, KY",2000,3.6
KY,"Owsley County, KY",2000,5.6
KY,"Pendleton County, KY",2000,3.4
KY,"Perry County, KY",2000,6.6
KY,"Pike County, KY",2000,6.1
KY,"Powell County, KY",2000,4.9
KY,"Pulaski County, KY",2000,4.3
KY,"Robertson County, KY",2000,4.3
KY,"Rockcastle County, KY",2000,4.7
KY,"Rowan County, KY",2000,4.3
KY,"Russell County, KY",2000,5.7
KY,"Scott County, KY",2000,3.1
KY,"Shelby County, KY",2000,3.0
KY,"Simpson County, KY",2000,3.4
KY,"Spencer County, KY",2000,3.0
KY,"Taylor County, KY",2000,5.1
KY,"Todd County, KY",2000,4.1
KY,"Trigg County, KY",2000,4.4
KY,"Trimble County, KY",2000,3.7
KY,"Union County, KY",2000,4.7
KY,"Warren County, KY",2000,3.7
KY,"Washington County, KY",2000,4.1
KY,"Wayne County, KY",2000,5.4
KY,"Webster County, KY",2000,4.5
KY,"Whitley County, KY",2000,4.8
KY,"Wolfe County, KY",2000,8.4
KY,"Woodford County, KY",2000,2.7
LA,Louisiana,2000,5.2
LA,"Acadia Parish, LA",2000,5.7
LA,"Allen Parish, LA",2000,6.6
LA,"Ascension Parish, LA",2000,5.1
LA,"Assumption Parish, LA",2000,6.2
LA,"Avoyelles Parish, LA",2000,6.2
LA,"Beauregard Parish, LA",2000,5.2
LA,"Bienville Parish, LA",2000,6.5
LA,"Bossier Parish, LA",2000,4.7
LA,"Caddo Parish, LA",2000,5.0
LA,"Calcasieu Parish, LA",2000,4.9
LA,"Caldwell Parish, LA",2000,6.6
LA,"Cameron Parish, LA",2000,4.9
LA,"Catahoula Parish, LA",2000,9.1
LA,"Claiborne Parish, LA",2000,6.2
LA,"Concordia Parish, LA",2000,8.2
LA,"De Soto Parish, LA",2000,6.0
LA,"East Baton Rouge Parish, LA",2000,4.5
LA,"East Carroll Parish, LA",2000,9.4
LA,"East Feliciana Parish, LA",2000,5.6
LA,"Evangeline Parish, LA",2000,5.8
LA,"Franklin Parish, LA",2000,7.1
LA,"Grant Parish, LA",2000,6.1
LA,"Iberia Parish, LA",2000,5.6
LA,"Iberville Parish, LA",2000,6.9
LA,"Jackson Parish, LA",2000,5.5
LA,"Jefferson Parish, LA",2000,4.5
LA,"Jefferson Davis Parish, LA",2000,5.7
LA,"Lafayette Parish, LA",2000,4.0
LA,"Lafourche Parish, LA",2000,4.4
LA,"LaSalle Parish, LA",2000,5.7
LA,"Lincoln Parish, LA",2000,5.3
LA,"Livingston Parish, LA",2000,5.5
LA,"Madison Parish, LA",2000,7.8
LA,"Morehouse Parish, LA",2000,7.4
LA,"Natchitoches Parish, LA",2000,5.7
LA,"Orleans Parish, LA",2000,5.3
LA,"Ouachita Parish, LA",2000,4.6
LA,"Plaquemines Parish, LA",2000,5.7
LA,"Pointe Coupee Parish, LA",2000,6.1
LA,"Rapides Parish, LA",2000,5.3
LA,"Red River Parish, LA",2000,6.8
LA,"Richland Parish, LA",2000,6.7
LA,"Sabine Parish, LA",2000,5.1
LA,"St. Bernard Parish, LA",2000,5.3
LA,"St. Charles Parish, LA",2000,5.4
LA,"St. Helena Parish, LA",2000,5.6
LA,"St. James Parish, LA",2000,8.4
LA,"St. John the Baptist Parish, LA",2000,6.6
LA,"St. Landry Parish, LA",2000,6.3
LA,"St. Martin Parish, LA",2000,5.4
LA,"St. Mary Parish, LA",2000,7.2
LA,"St. Tammany Parish, LA",2000,4.2
LA,"Tangipahoa Parish, LA",2000,6.3
LA,"Tensas Parish, LA",2000,7.4
LA,"Terrebonne Parish, LA",2000,4.5
LA,"Union Parish, LA",2000,5.5
LA,"Vermilion Parish, LA",2000,5.2
LA,"Vernon Parish, LA",2000,6.0
LA,"Washington Parish, LA",2000,6.0
LA,"Webster Parish, LA",2000,6.0
LA,"West Baton Rouge Parish, LA",2000,5.1
LA,"West Carroll Parish, LA",2000,9.3
LA,"West Feliciana Parish, LA",2000,6.6
LA,"Winn Parish, LA",2000,6.4
ME,Maine,2000,3.3
ME,"Androscoggin County, ME",2000,3.4
ME,"Aroostook County, ME",2000,4.2
ME,"Cumberland County, ME",2000,2.5
ME,"Franklin County, ME",2000,5.0
ME,"Hancock County, ME",2000,4.0
ME,"Kennebec County, ME",2000,3.5
ME,"Knox County, ME",2000,2.7
ME,"Lincoln County, ME",2000,3.0
ME,"Oxford County, ME",2000,4.0
ME,"Penobscot County, ME",2000,3.7
ME,"Piscataquis County, ME",2000,5.2
ME,"Sagadahoc County, ME",2000,2.6
ME,"Somerset County, ME",2000,4.7
ME,"Waldo County, ME",2000,3.9
ME,"Washington County, ME",2000,5.9
ME,"York County, ME",2000,2.6
MD,Maryland,2000,3.5
MD,"Allegany County, MD",2000,5.9
MD,"Anne Arundel County, MD",2000,3.0
MD,"Baltimore County, MD",2000,3.7
MD,"Calvert County, MD",2000,3.0
MD,"Caroline County, MD",2000,3.6
MD,"Carroll County, MD",2000,2.9
MD,"Cecil County, MD",2000,3.5
MD,"Charles County, MD",2000,2.9
MD,"Dorchester County, MD",2000,5.1
MD,"Frederick County, MD",2000,2.7
MD,"Garrett County, MD",2000,5.1
MD,"Harford County, MD",2000,3.2
MD,"Howard County, MD",2000,2.5
MD,"Kent County, MD",2000,3.8
MD,"Montgomery County, MD",2000,2.6
MD,"Prince George's County, MD",2000,3.7
MD,"Queen Anne's County, MD",2000,3.0
MD,"St. Mary's County, MD",2000,3.2
MD,"Somerset County, MD",2000,6.2
MD,"Talbot County, MD",2000,3.3
MD,"Washington County, MD",2000,3.6
MD,"Wicomico County, MD",2000,4.1
MD,"Worcester County, MD",2000,6.1
MD,"Baltimore city, MD",2000,5.9
MA,Massachusetts,2000,2.8
MA,"Barnstable County, MA",2000,3.6
MA,"Berkshire County, MA",2000,3.0
MA,"Bristol County, MA",2000,3.9
MA,"Dukes County, MA",2000,2.9
MA,"Essex County, MA",2000,2.9
MA,"Franklin County, MA",2000,2.6
MA,"Hampden County, MA",2000,3.4
MA,"Hampshire County, MA",2000,2.3
MA,"Middlesex County, MA",2000,2.3
MA,"Nantucket County/town, MA",2000,1.5
MA,"Norfolk County, MA",2000,2.4
MA,"Plymouth County, MA",2000,2.8
MA,"Suffolk County, MA",2000,3.1
MA,"Worcester County, MA",2000,2.9
MI,Michigan,2000,3.6
MI,"Alcona County, MI",2000,7.0
MI,"Alger County, MI",2000,5.5
MI,"Allegan County, MI",2000,3.0
MI,"Alpena County, MI",2000,5.7
MI,"Antrim County, MI",2000,4.8
MI,"Arenac County, MI",2000,6.0
MI,"Baraga County, MI",2000,6.7
MI,"Barry County, MI",2000,3.4
MI,"Bay County, MI",2000,4.2
MI,"Benzie County, MI",2000,4.7
MI,"Berrien County, MI",2000,3.9
MI,"Branch County, MI",2000,3.9
MI,"Calhoun County, MI",2000,4.3
MI,"Cass County, MI",2000,3.3
MI,"Charlevoix County, MI",2000,4.6
MI,"Cheboygan County, MI",2000,8.4
MI,"Chippewa County, MI",2000,6.6
MI,"Clare County, MI",2000,5.6
MI,"Clinton County, MI",2000,2.7
MI,"Crawford County, MI",2000,4.8
MI,"Delta County, MI",2000,5.5
MI,"Dickinson County, MI",2000,4.3
MI,"Eaton County, MI",2000,2.9
MI,"Emmet County, MI",2000,5.7
MI,"Genesee County, MI",2000,4.6
MI,"Gladwin County, MI",2000,5.5
MI,"Gogebic County, MI",2000,6.5
MI,"Grand Traverse County, MI",2000,3.5
MI,"Gratiot County, MI",2000,4.7
MI,"Hillsdale County, MI",2000,3.8
MI,"Houghton County, MI",2000,5.1
MI,"Huron County, MI",2000,4.7
MI,"Ingham County, MI",2000,3.1
MI,"Ionia County, MI",2000,3.8
MI,"Iosco County, MI",2000,6.7
MI,"Iron County, MI",2000,6.0
MI,"Isabella County, MI",2000,3.4
MI,"Jackson County, MI",2000,3.5
MI,"Kalamazoo County, MI",2000,3.1
MI,"Kalkaska County, MI",2000,4.8
MI,"Kent County, MI",2000,3.2
MI,"Keweenaw County, MI",2000,6.5
MI,"Lake County, MI",2000,5.9
MI,"Lapeer County, MI",2000,4.0
MI,"Leelanau County, MI",2000,3.2
MI,"Lenawee County, MI",2000,3.9
MI,"Livingston County, MI",2000,2.4
MI,"Luce County, MI",2000,6.2
MI,"Mackinac County, MI",2000,7.8
MI,"Macomb County, MI",2000,3.3
MI,"Manistee County, MI",2000,5.5
MI,"Marquette County, MI",2000,4.5
MI,"Mason County, MI",2000,5.0
MI,"Mecosta County, MI",2000,4.4
MI,"Menominee County, MI",2000,4.3
MI,"Midland County, MI",2000,3.4
MI,"Missaukee County, MI",2000,4.6
MI,"Monroe County, MI",2000,3.3
MI,"Montcalm County, MI",2000,4.3
MI,"Montmorency County, MI",2000,8.3
MI,"Muskegon County, MI",2000,4.2
MI,"Newaygo County, MI",2000,4.7
MI,"Oakland County, MI",2000,2.6
MI,"Oceana County, MI",2000,6.1
MI,"Ogemaw County, MI",2000,5.6
MI,"Ontonagon County, MI",2000,6.6
MI,"Osceola County, MI",2000,4.7
MI,"Oscoda County, MI",2000,6.3
MI,"Otsego County, MI",2000,4.3
MI,"Ottawa County, MI",2000,2.8
MI,"Presque Isle County, MI",2000,8.6
MI,"Roscommon County, MI",2000,5.7
MI,"Saginaw County, MI",2000,4.2
MI,"St. Clair County, MI",2000,3.9
MI,"St. Joseph County, MI",2000,3.5
MI,"Sanilac County, MI",2000,4.8
MI,"Schoolcraft County, MI",2000,8.4
MI,"Shiawassee County, MI",2000,4.0
MI,"Tuscola County, MI",2000,4.7
MI,"Van Buren County, MI",2000,4.2
MI,"Washtenaw County, MI",2000,2.4
MI,"Wayne County, MI",2000,4.0
MI,"Wexford County, MI",2000,5.5
MN,Minnesota,2000,3.0
MN,"Aitkin County, MN",2000,5.9
MN,"Anoka County, MN",2000,2.6
MN,"Becker County, MN",2000,4.8
MN,"Beltrami County, MN",2000,4.5
MN,"Benton County, MN",2000,3.4
MN,"Big Stone County, MN",2000,4.2
MN,"Blue Earth County, MN",2000,2.7
MN,"Brown County, MN",2000,3.6
MN,"Carlton County, MN",2000,4.7
MN,"Carver County, MN",2000,2.3
MN,"Cass County, MN",2000,5.3
MN,"Chippewa County, MN",2000,4.9
MN,"Chisago County, MN",2000,3.5
MN,"Clay County, MN",2000,3.1
MN,"Clearwater County, MN",2000,9.1
MN,"Cook County, MN",2000,3.9
MN,"Cottonwood County, MN",2000,4.6
MN,"Crow Wing County, MN",2000,3.9
MN,"Dakota County, MN",2000,2.4
MN,"Dodge County, MN",2000,2.9
MN,"Douglas County, MN",2000,3.2
MN,"Faribault County, MN",2000,3.6
MN,"Fillmore County, MN",2000,3.1
MN,"Freeborn County, MN",2000,3.4
